Soil_Moisture_m3_m3	Evapotranspiration_mm
0.145875	0.1733333333333333
0.1984583333333333	0.1829166666666666
0.2840833333333333	0.1629166666666666
0.2289999999999999	0.1679166666666667
0.2693333333333333	0.0916666666666666
0.2677916666666667	0.1616666666666666
0.2040416666666666	0.08625
0.1770416666666666	0.0920833333333333
0.2723333333333333	0.1225
0.2295833333333333	0.1425
0.2847083333333333	0.0554166666666666
0.280375	0.0683333333333333
0.275375	0.07125
0.273875	0.0487499999999999
0.2838333333333333	0.0341666666666666
0.2669583333333333	0.0579166666666666
0.242375	0.0308333333333333
0.255375	0.03625
0.292375	0.0687499999999999
0.29675	0.0879166666666666
0.259125	0.1095833333333333
0.2351666666666666	0.0733333333333333
0.2187916666666667	0.1495833333333333
0.2100416666666666	0.0949999999999999
0.2073333333333333	0.0891666666666666
0.1979999999999999	0.11875
0.162125	0.1416666666666666
0.149375	0.20625
0.1680833333333333	0.2075
0.1580416666666666	0.1683333333333333
0.161625	0.1987499999999999
0.160625	0.1491666666666666
0.1891666666666666	0.1949999999999999
0.16925	0.1845833333333333
0.1595833333333333	0.17
0.1823333333333333	0.1270833333333333
0.26975	0.16375
0.224625	0.1816666666666666
0.2594166666666667	0.12625
0.2565	0.145
0.2817083333333333	0.0891666666666666
0.2856666666666667	0.24625
0.2475833333333333	0.17875
0.2325	0.2233333333333333
0.2939583333333333	0.1975
0.156375	0.2929166666666666
0.2242083333333333	0.1733333333333333
0.1944166666666666	0.1329166666666666
0.2654583333333333	0.1533333333333333
0.2475416666666666	0.1920833333333333
0.26775	0.1541666666666666
0.219375	0.1916666666666666
0.2110416666666666	0.1383333333333333
0.1959583333333333	0.17
0.1736666666666666	0.1770833333333333
0.1689583333333333	0.24
0.1480833333333333	0.2445833333333333
0.2060416666666666	0.1995833333333333
0.1878333333333333	0.1595833333333333
0.2612083333333333	0.12375
0.279625	0.1883333333333333
0.2570416666666666	0.1345833333333333
0.1996666666666666	0.1445833333333333
0.2922083333333333	0.0720833333333333
0.2859166666666666	0.0525
0.279375	0.0429166666666666
0.29475	0.06875
0.2877083333333333	0.0745833333333333
0.2832083333333333	0.05875
0.2632083333333333	0.0404166666666666
0.2603333333333333	0.1054166666666666
0.2542083333333333	0.0666666666666666
0.251875	0.0866666666666666
0.2474583333333333	0.0725
0.2522083333333333	0.0558333333333333
0.2230833333333333	0.1079166666666666
0.195875	0.1058333333333333
0.1803749999999999	0.18375
0.1481666666666666	0.1070833333333333
0.1755416666666666	0.0933333333333333
0.1777083333333333	0.0916666666666666
0.281875	0.1433333333333333
0.19525	0.1325
0.1890416666666666	0.0945833333333333
0.2847083333333333	0.1108333333333333
0.252375	0.1666666666666666
0.2994583333333333	0.2104166666666666
0.2335833333333333	0.1675
0.2245833333333333	0.1195833333333333
0.153	0.2358333333333333
0.1466249999999999	0.25
0.1754583333333333	0.21875
0.17125	0.2533333333333333
0.14825	0.3020833333333333
0.179875	0.24125
0.1591666666666666	0.1966666666666666
0.1873333333333333	0.22
0.1562916666666666	0.2583333333333333
0.1575	0.215
0.16175	0.2325
0.1597916666666666	0.2125
0.1549166666666666	0.16375
0.141875	0.2575
0.2616666666666666	0.2158333333333333
0.2371666666666666	0.1899999999999999
0.2694166666666667	0.2054166666666666
0.2667916666666667	0.2175
0.2648333333333333	0.1816666666666666
0.2496666666666666	0.1383333333333333
0.277625	0.1525
0.2905	0.1645833333333333
0.1892916666666666	0.1683333333333333
0.2393333333333333	0.1479166666666666
0.27625	0.1408333333333333
0.220625	0.1066666666666666
0.1811666666666666	0.1425
0.258875	0.1216666666666666
0.2930416666666667	0.0270833333333333
0.2712916666666666	0.1158333333333333
0.2432916666666666	0.13
0.219375	0.1366666666666666
0.2678333333333333	0.0641666666666666
0.2425416666666666	0.0804166666666666
0.2300833333333333	0.0720833333333333
0.189375	0.0620833333333333
0.27125	0.0533333333333333
0.2644583333333333	0.0583333333333333
0.279375	0.0133333333333333
0.2655	0.0466666666666666
0.257	0.0499999999999999
0.253625	0.0204166666666666
0.2519583333333333	0.0104166666666666
0.2679166666666667	0.0104166666666666
0.288875	0.0625
0.258875	0.0591666666666666
0.2436666666666666	0.0574999999999999
0.2295	0.08125
0.163125	0.0570833333333333
0.1605833333333333	0.085
0.1478333333333333	0.12
0.1064166666666666	0.1591666666666666
0.10725	0.1999999999999999
0.1199166666666666	0.1120833333333333
0.1633333333333333	0.02875
0.2613333333333333	0.0495833333333333
0.2604166666666667	0.1104166666666666
0.2289166666666666	0.1379166666666666
0.1888333333333333	0.2133333333333333
0.19675	0.1091666666666666
0.2578333333333333	0.0695833333333333
0.2649166666666666	0.1216666666666666
0.211875	0.1208333333333333
0.179	0.2520833333333333
0.221	0.1425
0.2557083333333333	0.2366666666666666
0.2373333333333333	0.16
0.2437083333333333	0.2291666666666666
0.192	0.23625
0.1957083333333333	0.2025
0.2961666666666667	0.2183333333333333
0.2460416666666667	0.2204166666666666
0.29325	0.2233333333333333
0.2303333333333333	0.1908333333333333
0.1612083333333333	0.3108333333333333
0.1373333333333333	0.2779166666666666
0.221875	0.1508333333333333
0.2118333333333333	0.2270833333333333
0.1645416666666666	0.26375
0.1595	0.2058333333333333
0.2425833333333333	0.2270833333333333
0.1849166666666666	0.1949999999999999
0.1484583333333333	0.2479166666666666
0.2970416666666666	0.1708333333333333
0.2877083333333333	0.1683333333333333
0.2725833333333333	0.1070833333333333
0.257625	0.0695833333333333
0.287	0.1154166666666666
0.2937083333333333	0.0745833333333333
0.295375	0.1008333333333333
0.2623333333333333	0.0866666666666666
0.2510833333333333	0.0595833333333333
0.271625	0.0279166666666666
0.274875	0.0783333333333333
0.2662083333333333	0.0729166666666666
0.2593333333333333	0.0670833333333333
0.2834583333333333	0.0583333333333333
0.2911666666666666	0.035
0.2874583333333333	0.0383333333333333
0.377125	0.01125
0.4017916666666667	0.0516666666666666
0.413375	0.0508333333333333
0.3755	0.0141666666666666
0.3643749999999999	0.03625
0.3699166666666666	0.0254166666666666
0.3754583333333333	0.0304166666666666
0.38525	0.0191666666666666
0.372125	0.0204166666666666
0.3662916666666667	0.0391666666666666
0.3607916666666666	0.0675
0.3777083333333333	0.03375
0.3953333333333333	0.0166666666666666
0.3800833333333333	0.0525
0.3440833333333333	0.0829166666666666
0.3652083333333333	0.0229166666666666
0.3601666666666667	0.0487499999999999
0.3576666666666666	0.0375
0.3341666666666666	0.0841666666666666
0.3105833333333333	0.1125
0.3522083333333333	0.0720833333333333
0.335875	0.0541666666666666
0.342125	0.0920833333333333
0.331875	0.13125
0.3300416666666667	0.0920833333333333
0.3115416666666666	0.1583333333333333
0.3184583333333333	0.1633333333333333
0.3435416666666666	0.0816666666666666
0.3206666666666666	0.1391666666666666
0.37975	0.0675
0.3057083333333333	0.1370833333333333
0.3285416666666667	0.1108333333333333
0.3014583333333333	0.06375
0.3507916666666666	0.0345833333333333
0.3222916666666667	0.0341666666666666
0.3110416666666666	0.0245833333333333
0.4156666666666666	0.02125
0.3765	0.0233333333333333
0.4128333333333333	0.0487499999999999
0.393	0.0366666666666666
0.3797083333333333	0.0475
0.3515	0.0504166666666666
0.3445	0.0516666666666666
0.3372083333333333	0.0579166666666666
0.3375416666666667	0.0320833333333333
0.3049166666666666	0.04375
0.3907916666666666	0.0195833333333333
0.3426666666666667	0.0120833333333333
0.3394583333333333	0.02125
0.337125	0.0083333333333333
0.3342083333333334	0.0141666666666666
0.3307083333333333	0.0095833333333333
0.3325416666666667	0.0179166666666666
0.3319583333333333	0.0158333333333333
0.323375	0.0179166666666666
0.3160416666666666	0.02125
0.32025	0.0229166666666666
0.3180416666666666	0.0291666666666666
0.3120416666666666	0.0225
0.3291666666666666	0.02875
0.3248333333333333	0.03125
0.3220833333333333	0.0091666666666666
0.3962083333333333	0.0120833333333333
0.3654166666666666	0.0491666666666666
0.3761666666666667	0.03
0.4180833333333333	0.0249999999999999
0.3958333333333333	0.0520833333333333
0.37925	0.03625
0.3730416666666666	0.0625
0.4045	0.04
0.3917916666666667	0.0575
0.3794583333333333	0.04625
0.3658333333333333	0.0595833333333333
0.3830833333333334	0.0495833333333333
0.3792083333333333	0.0866666666666666
0.3906666666666667	0.07375
0.3899583333333333	0.0375
0.3732916666666666	0.0504166666666666
0.3740833333333333	0.0516666666666666
0.3784166666666667	0.0487499999999999
0.3641666666666667	0.0758333333333333
0.3566666666666666	0.0770833333333333
0.35175	0.0870833333333333
0.3506249999999999	0.0795833333333333
0.3375833333333333	0.09375
0.3962083333333333	0.0329166666666666
0.3509166666666666	0.0833333333333333
0.3685833333333333	0.1066666666666666
0.3632083333333333	0.1254166666666666
0.3261666666666666	0.1470833333333333
0.3066666666666666	0.09125
0.3491249999999999	0.11375
0.3553333333333333	0.0558333333333333
0.3283333333333333	0.1383333333333333
0.3469166666666667	0.1258333333333333
0.3913333333333333	0.045
0.3432916666666667	0.1616666666666666
0.3270833333333333	0.2033333333333333
0.3585	0.0770833333333333
0.3259583333333333	0.155
0.3079166666666666	0.19
0.3063333333333333	0.1479166666666666
0.3452083333333333	0.1554166666666666
0.33425	0.2058333333333333
0.3161666666666666	0.1783333333333333
0.3505	0.1358333333333333
0.3519166666666666	0.1691666666666667
0.3125	0.1925
0.31825	0.0391666666666666
0.3299166666666667	0.0970833333333333
0.3449583333333333	0.05625
0.4160833333333333	0.01875
0.3549166666666666	0.0420833333333333
0.3415416666666667	0.0441666666666666
0.3594583333333332	0.0366666666666666
0.32125	0.0479166666666666
0.3271666666666666	0.0379166666666666
0.3355833333333333	0.0541666666666666
0.3253333333333333	0.03625
0.36175	0.0316666666666666
0.339375	0.0333333333333333
0.3352916666666667	0.015
0.3389583333333333	0.02625
0.3920416666666667	0.0179166666666666
0.3459166666666666	0.0495833333333333
0.339625	0.0341666666666666
0.3368333333333333	0.01625
0.3324166666666667	0.0183333333333333
0.3244583333333333	0.0183333333333333
0.3185416666666666	0.0545833333333333
0.3423333333333334	0.0091666666666666
0.3372083333333333	0.0166666666666666
0.3326666666666666	0.0129166666666666
0.369	0.0366666666666666
0.3403333333333334	0.0225
0.316125	0.0425
0.3133333333333333	0.065
0.30675	0.0154166666666666
0.33125	0.0366666666666666
0.316625	0.0270833333333333
0.312125	0.0279166666666666
0.3084583333333333	0.0283333333333333
0.3060833333333333	0.0183333333333333
0.3029583333333333	0.0316666666666666
0.3465	0.0295833333333333
0.3644583333333333	0.0520833333333333
0.3869583333333333	0.0091666666666666
0.3548333333333333	0.03375
0.32375	0.04
0.3204583333333333	0.0470833333333333
0.3387916666666666	0.0354166666666666
0.3501666666666667	0.0479166666666666
0.31625	0.0704166666666666
0.3006666666666666	0.0683333333333333
0.3099166666666667	0.0595833333333333
0.34175	0.09625
0.3014583333333333	0.0683333333333333
0.3185	0.1191666666666666
0.38325	0.09125
0.334	0.0979166666666666
0.348875	0.0379166666666666
0.339125	0.0679166666666666
0.3195416666666666	0.115
0.3515833333333333	0.0983333333333333
0.3179166666666667	0.08875
0.3080416666666666	0.0770833333333333
0.3083333333333333	0.08375
0.3279583333333333	0.0375
0.328375	0.0508333333333333
0.3079583333333333	0.0441666666666666
0.3105	0.0654166666666666
0.335125	0.01875
0.3320416666666667	0.0425
0.3248333333333333	0.0279166666666666
0.3484583333333333	0.01375
0.3605416666666667	0.0275
0.333625	0.0516666666666666
0.3348333333333333	0.0316666666666666
0.3499166666666666	0.02
0.3247083333333333	0.0287499999999999
0.3525833333333333	0.0504166666666666
0.3279583333333333	0.0329166666666666
0.362	0.0291666666666666
0.3740416666666666	0.0383333333333333
0.3508333333333333	0.0391666666666666
0.3714166666666667	0.0120833333333333
0.3627083333333333	0.0220833333333333
0.3579166666666666	0.0225
0.3570416666666666	0.01
0.326875	0.0691666666666666
0.3329583333333333	0.0116666666666666
0.3360833333333333	0.01875
0.3372916666666667	0.0316666666666666
0.3515	0.02125
0.3342083333333334	0.03
0.3290833333333333	0.0425
0.3276666666666667	0.0454166666666666
0.3272916666666667	0.0545833333333333
0.326125	0.0241666666666666
0.3256666666666667	0.0233333333333333
0.3412916666666667	0.0729166666666666
0.3329583333333333	0.05875
0.3270416666666667	0.0691666666666666
0.3280833333333333	0.0325
0.35775	0.0325
0.3399166666666667	0.0541666666666666
0.3074583333333333	0.07125
0.313375	0.075
0.3344583333333333	0.1104166666666666
0.3175416666666666	0.0479166666666666
0.3369999999999999	0.1425
0.379875	0.02625
0.3345833333333334	0.02875
0.3275	0.0404166666666666
0.3717083333333333	0.0091666666666666
0.342	0.0154166666666666
0.3547916666666666	0.04625
0.3498333333333333	0.0104166666666666
0.3913333333333333	0.0474999999999999
0.35575	0.0320833333333333
0.3775	0.03625
0.3390833333333333	0.03125
0.36025	0.0229166666666666
0.370875	0.0158333333333333
0.3933333333333333	0.0266666666666666
0.3760416666666666	0.01875
0.332375	0.01875
0.3290416666666667	0.02375
0.3275	0.0166666666666666
0.32575	0.01125
0.3243333333333333	0.0258333333333333
0.3225	0.0445833333333333
0.3341666666666666	0.0241666666666666
0.3298333333333333	0.0229166666666666
0.337	0.0366666666666666
0.3317916666666666	0.0366666666666666
0.3042083333333333	0.0791666666666666
0.336625	0.0604166666666666
0.3190833333333333	0.0220833333333333
0.33025	0.1016666666666666
0.3297916666666666	0.1033333333333333
0.35	0.0687499999999999
0.331625	0.11375
0.3379583333333333	0.1999999999999999
0.3507916666666666	0.0670833333333333
0.3918333333333333	0.0675
0.3827083333333334	0.0820833333333333
0.3056666666666667	0.0925
0.3692916666666666	0.0391666666666666
0.3655	0.0379166666666666
0.3879166666666667	0.0291666666666666
0.377875	0.03125
0.3595	0.02
0.369125	0.05125
0.3518333333333333	0.0245833333333333
0.344375	0.0233333333333333
0.3465	0.0091666666666666
0.345	0.0416666666666666
0.3383333333333334	0.0216666666666666
0.3408333333333333	0.0325
0.3359583333333333	0.01375
0.334875	0.0174999999999999
0.3666666666666667	0.0225
0.3572916666666666	0.0383333333333333
0.3475	0.0408333333333333
0.3489583333333333	0.02
0.3515833333333333	0.04
0.3439583333333333	0.0229166666666666
0.3417916666666667	0.01
0.387	0.015
0.3599583333333333	0.0358333333333333
0.357875	0.03
0.3475833333333333	0.0141666666666666
0.3925	0.0566666666666666
0.3660416666666666	0.05875
0.3551666666666666	0.0516666666666666
0.3093333333333333	0.08875
0.3013333333333333	0.0570833333333333
0.30175	0.0779166666666666
0.30975	0.0520833333333333
0.3314166666666667	0.06625
0.325375	0.0991666666666666
0.3181666666666666	0.1216666666666666
0.3428333333333333	0.0833333333333333
0.3420833333333333	0.08875
0.30175	0.075
0.3108333333333333	0.1441666666666666
0.3266666666666666	0.1283333333333333
0.33925	0.115
0.3260833333333333	0.17125
0.302125	0.1541666666666666
0.3121666666666666	0.06375
0.3499583333333333	0.0795833333333333
0.3970833333333333	0.07375
0.3526249999999999	0.08
0.3242083333333334	0.1325
0.3020416666666666	0.1795833333333333
0.370875	0.07375
0.3057083333333333	0.0458333333333333
0.3869583333333333	0.0720833333333333
0.3701666666666667	0.03875
0.331	0.0808333333333333
0.3665416666666667	0.1258333333333333
0.3467083333333333	0.0758333333333333
0.40725	0.0345833333333333
0.4142083333333333	0.02875
0.3993333333333333	0.045
0.3785416666666667	0.05875
0.3549583333333333	0.0670833333333333
0.3419166666666666	0.0508333333333333
0.3454583333333333	0.0349999999999999
0.3305	0.0533333333333333
0.32775	0.0420833333333333
0.3645416666666667	0.0441666666666666
0.3337916666666667	0.02
0.331125	0.0279166666666666
0.3230833333333333	0.0291666666666666
0.3213333333333333	0.0154166666666666
0.3205	0.03
0.3292083333333334	0.0175
0.3124583333333333	0.0241666666666666
0.3045	0.0091666666666666
0.316	0.02125
0.3384166666666666	0.0095833333333333
0.3198333333333333	0.0091666666666666
0.3366666666666666	0.03125
0.334	0.0316666666666666
0.3481666666666667	0.0133333333333333
0.3434583333333333	0.0208333333333333
0.3277916666666666	0.0229166666666666
0.3215	0.0295833333333333
0.3224166666666667	0.0349999999999999
0.339	0.03875
0.3844166666666667	0.0508333333333333
0.3735833333333333	0.02625
0.3727916666666666	0.01625
0.3568333333333333	0.0445833333333333
0.3459583333333333	0.0233333333333333
0.3584583333333333	0.0454166666666666
0.328625	0.0279166666666666
0.3324583333333333	0.0675
0.3055	0.0570833333333333
0.3094583333333333	0.0733333333333333
0.3766666666666666	0.1254166666666666
0.3545416666666667	0.1270833333333333
0.3250833333333333	0.1275
0.3107916666666666	0.0866666666666666
0.3093333333333333	0.0758333333333333
0.334125	0.03875
0.317625	0.0233333333333333
0.3159166666666667	0.0075
0.3389583333333333	0.0308333333333333
0.3532083333333333	0.0116666666666666
0.3425	0.0179166666666666
0.3615	0.04625
0.329875	0.0229166666666666
0.327375	0.0191666666666666
0.32225	0.0291666666666666
0.3175833333333333	0.055
0.3008333333333333	0.0308333333333333
0.3050833333333333	0.0483333333333333
0.31575	0.0516666666666666
0.3172916666666667	0.0595833333333333
0.3240416666666667	0.0383333333333333
0.3454583333333333	0.06
0.3314583333333333	0.0391666666666666
0.3122499999999999	0.0891666666666666
0.30775	0.0520833333333333
0.3134166666666667	0.1145833333333333
0.3048333333333333	0.1879166666666666
0.366875	0.1516666666666666
0.3907916666666666	0.1066666666666666
0.341875	0.14375
0.338875	0.21125
0.3328333333333333	0.1529166666666666
0.3114166666666667	0.1154166666666666
0.327375	0.08875
0.3423333333333333	0.0475
0.3523333333333333	0.07125
0.3347083333333334	0.1091666666666666
0.3049583333333333	0.0633333333333333
0.3280833333333333	0.03
0.3188333333333333	0.0308333333333333
0.3082499999999999	0.0345833333333333
0.331875	0.0195833333333333
0.323375	0.0325
0.3629166666666666	0.0170833333333333
0.3292083333333334	0.0233333333333333
0.3201666666666666	0.0108333333333333
0.31725	0.0079166666666666
0.3357083333333333	0.01
0.3372083333333333	0.0108333333333333
0.3660833333333333	0.0083333333333333
0.3462916666666666	0.01375
0.3404583333333333	0.0174999999999999
0.3356666666666667	0.0133333333333333
0.3331666666666666	0.0091666666666666
0.332375	0.0066666666666666
0.3503333333333333	0.0166666666666666
0.3407916666666666	0.01
